i,j,gamma_hat,gamma_true,abs_error,auc,is_true
3,54,-0.007789837499655677,,,0.7687149305984323,False
3,55,0.007886158985006038,,,0.7686837908159361,False
3,56,-0.008126479760465107,,,0.7687138953801368,False
3,57,0.0007386080344403021,,,0.7686966113962839,False
3,58,-0.009574492806555231,,,0.7687160568535125,False
3,59,-0.037540021989204066,,,0.7688112969366968,False
3,60,0.0013800780228321458,,,0.768691991929719,False
3,61,-0.010168718867787972,,,0.7686942938598486,False
3,62,-0.0064359767537279025,,,0.7686952588497672,False
3,63,-0.027733589531456097,,,0.768796426728166,False
3,64,-0.0242179738447056,,,0.7686915731605092,False
3,65,-0.007612384782473074,,,0.7687048307174239,False
3,66,-0.015841387585930424,,,0.7687231941374391,False
3,67,-0.018610623135410193,,,0.768739240021019,False
3,68,-0.054834779848883214,-0.1549597817296263,0.10012500188074308,0.7688272517834918,True
3,69,0.007575753479009002,,,0.7686888524611698,False
3,70,-0.0033899965513549367,,,0.7686971238033296,False
3,71,-0.022297618278630384,,,0.7687469027172464,False
3,72,-0.005061795258987501,,,0.7686970743833608,False
3,73,-0.027454467209621358,,,0.7687606076549321,False
3,74,-0.024663149489304273,,,0.7687715710848703,False
3,75,-0.04729572687109328,-0.004913317594633,0.042382409276460274,0.7687844228778301,True
3,76,-0.0009599751327778617,,,0.7686961015902891,False
3,77,-0.036467820059941404,,,0.7687340587274397,False
3,78,-0.018754473729311515,,,0.7687445123513832,False
3,79,-0.001279842912793748,,,0.7686970847875647,False
3,80,-0.03247678091869168,,,0.7687759902705086,False
3,81,-0.017170248980077747,,,0.7687366571773824,False
3,82,0.0011504919089296312,,,0.7686964007111534,False
3,83,-0.008813826867985894,,,0.7687073199232247,False
3,84,-0.031447927583841816,,,0.7687966140038374,False
3,85,-0.020130536180524822,,,0.7687565240048722,False
3,86,-0.0339347388702836,-0.00405282702704,0.0298819118432436,0.7687388082465542,True
3,87,-0.028269142073295308,,,0.7687598039301751,False
3,88,0.027187746654300238,,,0.7687260344851243,False
3,89,0.045422582734108305,,,0.7687004245370406,False
3,90,0.008506653058718002,0.0943235910407787,0.08581693798206069,0.7686889617053113,True
3,91,0.01363538716874815,,,0.7686726271050712,False
3,92,0.00033295696835313783,,,0.7686942028230637,False
3,93,0.0019375840077666111,,,0.7686921167801668,False
3,94,-0.018961806427652328,,,0.768721669921557,False
3,95,-0.017492859043726994,,,0.7687407616358503,False
3,96,0.009545989120974856,,,0.7686918618771693,False
3,97,-0.008221812786847258,,,0.7687048827384437,False
3,98,-0.01969112730690497,,,0.7687422182244068,False
3,99,-0.00980288064187401,,,0.7687073849494996,False
4,5,0.017606257661053233,,,0.7687004245370406,False
4,6,0.016195289375125127,,,0.768703561404539,False
4,7,-0.01167991586262167,,,0.7687167721425358,False
4,8,0.011220286099544955,0.0684088493296439,0.05718856323009895,0.7686992800746034,True
4,9,-0.01312013134577544,,,0.7686985439771723,False
4,10,-0.011066508212745664,,,0.768719141699991,False
4,11,-0.00017209285750365184,,,0.7686954565296427,False
4,12,0.0002884348240712771,,,0.7686947516448234,False
4,13,-0.004444877807269614,,,0.7686993216914193,False
4,14,-0.1074210810283236,-0.2518272998633794,0.14440621883505578,0.7692840925768671,True
4,15,-0.02410942727297115,,,0.7687596478671154,False
4,16,-0.00890321581291004,,,0.7687028591207706,False
4,17,-0.012699469194614448,,,0.7687014337448262,False
4,18,-0.048526119418931285,-0.107046153954335,0.05852003453540372,0.768730227379326,True
4,19,-0.02826436595950325,-0.0729857820422897,0.044721416082786444,0.7687324148632118,True
4,20,-0.027294667302546635,,,0.768763107264937,False
4,21,0.014556521403619021,,,0.7686958076715268,False
4,22,0.0010794432574157149,,,0.7686949181120869,False
4,23,-0.002127449514890737,,,0.7686976180030184,False
4,24,0.0027338914801685564,,,0.7686938126654147,False
4,25,0.008782069203118319,,,0.7686909228977606,False
4,26,-0.01824836164583034,,,0.768726115117705,False
4,27,-0.003620448108266604,,,0.768687127964361,False
4,28,0.011291217578146228,,,0.7686933054604709,False
4,29,-0.01919708827951239,,,0.7687334838951702,False
4,30,-0.048149043621562054,-0.1176130567081685,0.06946401308660645,0.7687723644054235,True
4,31,0.006803917122718998,0.011223337664382,0.004419420541663003,0.76869084226518,True
4,32,0.027903930882296687,,,0.7686971758243494,False
4,33,-0.014497325523357535,,,0.7686860745387085,False
4,34,0.002597955067041478,,,0.7686947672511294,False
4,35,-0.004310955657646599,,,0.7686965255616011,False
4,36,-0.007486643288106361,,,0.7686992930798583,False
4,37,0.038074735783753144,0.0638886309134387,0.025813895129685557,0.7687336789739946,True
4,38,0.017452391417576877,0.1118144078401961,0.09436201642261922,0.7687022764853481,True
4,39,-0.0029277699218384096,,,0.7686971550159416,False
4,40,0.005068165344534818,,,0.7686973917115819,False
4,41,0.07098764725727051,0.2628043061795943,0.1918166589223238,0.7689067737155214,True
4,42,-0.017808415921571757,,,0.7687174588199982,False
4,43,0.004131339373899531,,,0.7686886001592232,False
4,44,0.039020838578467235,0.0494630984150033,0.010442259836536065,0.7688201951321462,True
4,45,-0.011353127270444064,,,0.7686869849065563,False
4,46,0.012454679069933947,,,0.7686979509375456,False
4,47,-0.0020345852494143106,,,0.7686963096743685,False
4,48,-0.020221173956212465,,,0.7687333668478753,False
4,49,-0.02280941377013604,,,0.7687619784088057,False
4,50,0.0006433146349086247,,,0.768694530555489,False
4,51,-0.02716225733038986,,,0.7687420673634493,False
4,52,0.01669797757848007,,,0.7687120590381352,False
4,53,-0.015062055532013847,-0.1066201096398345,0.09155805410782064,0.768696520359499,True
4,54,-0.003426142726620382,,,0.7687000213741366,False
4,55,-0.00037594951187280845,0.1016163270625031,0.10199227657437591,0.7686947152301095,True
4,56,0.002620527360490227,,,0.7686922390295635,False
4,57,-0.013168387944034403,,,0.7687088077243931,False
4,58,-0.02692096036961232,,,0.768750382923476,False
4,59,-0.02403897898596768,,,0.7687508146979409,False
