generation,best_auc,mean_auc
407,0.7985674035672552,0.7963483731871757
408,0.7985674035672552,0.7964035311821146
409,0.7985674035672552,0.7964042703671241
410,0.7985674035672552,0.7964810802407233
411,0.7986395342493309,0.7965094528125783
412,0.7986395342493309,0.7965617699458837
413,0.7986395342493309,0.7966134989749112
414,0.7986395342493309,0.7966684512038152
415,0.798664423441129,0.7966989151196039
416,0.798664423441129,0.796740498889327
417,0.7987549641989731,0.7967700377033712
418,0.7987549641989731,0.7968202128330952
419,0.7988609062197493,0.7968628251722653
420,0.7988642513730153,0.7968919973309171
421,0.7988909030929565,0.7969362288989564
422,0.7990873259039034,0.7969524867961939
423,0.7990873259039034,0.7970171554399252
424,0.7990900088054707,0.7970674565082818
425,0.7990900088054707,0.7970990433265789
426,0.7990900088054707,0.7971088804080982
427,0.7992027636754161,0.7971834559018262
428,0.7992027636754161,0.7971743383202755
429,0.7992027636754161,0.7972391493924459
430,0.7992027636754161,0.797267816934858
431,0.7992027636754161,0.7972785518745471
432,0.7992027636754161,0.7972990119400202
433,0.7994171793957071,0.7973726918621716
434,0.7994171793957071,0.7973857269936465
435,0.7994171793957071,0.7974292356696326
436,0.7994171793957071,0.7974254936776799
437,0.7994171793957071,0.7974693974598085
438,0.7994171793957071,0.7975310031881293
439,0.7994171793957071,0.7975241476654421
440,0.7994171793957071,0.7975852506352173
441,0.7994171793957071,0.7975751418884043
442,0.7995023360993856,0.7976025771863806
443,0.7995183474682137,0.7976231379753831
444,0.7995183474682137,0.7976868303088877
445,0.7998608358880974,0.7977132720311617
446,0.7998608358880974,0.7977362738812299
447,0.7998608358880974,0.797758098362498
448,0.7998608358880974,0.7977940604783113
449,0.7998608358880974,0.7978142300251754
450,0.7999008708283927,0.7978638203097344
451,0.7999008708283927,0.7979097833283219
452,0.7999008708283927,0.7978855420168393
453,0.7999904234232689,0.79790125522118
454,0.7999904234232689,0.7979616324530447
455,0.8000709991181492,0.7980057041603029
456,0.8000709991181492,0.7980381777636086
457,0.8000886921891257,0.7980665953659719
458,0.8000886921891257,0.7981297732289835
459,0.8000886921891257,0.7981915085265885
460,0.8000886921891257,0.7982101923652155
461,0.8000886921891257,0.7982697183272748
462,0.8003957918597664,0.7983067443230657
463,0.8003957918597664,0.7983382235502311
464,0.8003957918597664,0.7983939448019727
465,0.8003957918597664,0.7984188097577052
466,0.8003957918597664,0.7984271530692465
467,0.8003957918597664,0.7984587612555901
468,0.8007777702963036,0.7984883316660798
469,0.8007777702963036,0.7985131553666602
470,0.8007777702963036,0.7985394273621673
471,0.8007777702963036,0.79857126569662
472,0.8007777702963036,0.798626019489885
473,0.8007777702963036,0.7986249876978273
474,0.8007777702963036,0.7986055618504955
475,0.8007777702963036,0.7986235055654889
476,0.8007777702963036,0.7986267406311429
477,0.8007777702963036,0.7986549424541731
478,0.8007777702963036,0.7986531721002486
479,0.8007777702963036,0.798676286512247
480,0.8007777702963036,0.798721058684952
481,0.8007777702963036,0.7987413100590102
482,0.8007777702963036,0.7987466807182225
483,0.8007777702963036,0.7987906313129419
484,0.8008723784267859,0.7988470939880518
485,0.8008723784267859,0.7988508419207151
486,0.8008723784267859,0.798860310782468
487,0.8008723784267859,0.798881806193735
488,0.8008723784267859,0.798900394424336
489,0.8008723784267859,0.7988974545912717
490,0.8008723784267859,0.7989678621439655
491,0.8008723784267859,0.7989681481454443
492,0.8008723784267859,0.7989598096182804
493,0.8009391537348877,0.7990251489130958
494,0.8009391537348877,0.7990622290596957
495,0.8009391537348877,0.799083186018615
496,0.8009391537348877,0.7990900931082868
497,0.8009391537348877,0.7990948647178172
498,0.8009391537348877,0.799089346542039
499,0.8009391537348877,0.7991382010284586
500,0.8010478881634177,0.7991594624054508
501,0.8010478881634177,0.7991574349296967
502,0.8010478881634177,0.799161535792977
503,0.8010478881634177,0.7992158299418464
504,0.8010478881634177,0.7992305841431522
505,0.8010478881634177,0.7992511269066542
506,0.8010478881634177,0.7992682245885842
507,0.8010478881634177,0.7992750326898781
508,0.801173254495832,0.7993481848691261
509,0.801173254495832,0.7993086972889852
510,0.801173254495832,0.7993509483659428
511,0.801173254495832,0.7993643747226088
512,0.801173254495832,0.7993973883869602
513,0.801173254495832,0.7994254436998385
514,0.801173254495832,0.7994762415169371
515,0.80121606620014,0.7995138751156251
516,0.80121606620014,0.7995288764632683
517,0.80121606620014,0.7995351409041521
518,0.80121606620014,0.7995537388534272
519,0.80121606620014,0.7995610139216909
520,0.80121606620014,0.7995581679628049
521,0.80121606620014,0.7995748085215889
522,0.80121606620014,0.7996197923332503
523,0.8013974866635479,0.7995969170553865
524,0.8016723654424809,0.7996179505604337
525,0.8016723654424809,0.799646465259586
526,0.8016723654424809,0.7996672844271318
527,0.8016723654424809,0.7996639727997062
528,0.8016723654424809,0.7996828528186664
529,0.8016723654424809,0.7996874822005191
530,0.8017972546407972,0.7997150780084918
531,0.8017972546407972,0.799721306297994
532,0.8017972546407972,0.7997656421511212
533,0.8017972546407972,0.7997872374307267
534,0.8017972546407972,0.7998219984005579
535,0.8017972546407972,0.7998595050489848
536,0.8017972546407972,0.7998957019095597
537,0.8017972546407972,0.7999508908074053
538,0.8017972546407972,0.7999624810582001
539,0.8017972546407972,0.8000098092069803
540,0.8017972546407972,0.8000260593736024
541,0.8018062080751817,0.8000214899476905
542,0.8018062080751817,0.8000453454793076
543,0.8018062080751817,0.8000809841998868
544,0.8018739741535417,0.8000923790225517
545,0.8018739741535417,0.8001641232129714
546,0.801930038713696,0.800131705193181
547,0.801931112917239,0.8001517150396124
548,0.8019381213131694,0.800192277821888
549,0.8019381213131694,0.8002279700218994
550,0.8019753794894522,0.8002329980297361
551,0.8019753794894522,0.8002596402708739
552,0.8019753794894522,0.8002665654720867
553,0.8020059343227521,0.8002768232359613
554,0.8020059343227521,0.8002918271348377
555,0.8020059343227521,0.8003302664096487
556,0.8020059343227521,0.8003165850795605
557,0.8020059343227521,0.8003014087006184
558,0.8020059343227521,0.8003435146531988
559,0.8020434401915992,0.8003109943207354
560,0.8020434401915992,0.800306053421159
561,0.8021380300710507,0.8003399067215876
562,0.8021380300710507,0.8003742788727564
563,0.8021380300710507,0.8003742626906101
564,0.8021380300710507,0.8003856463071418
565,0.8021380300710507,0.8004157452453294
566,0.802146008378918,0.8004594285550026
567,0.802146008378918,0.800463005867902
568,0.802150787541768,0.8005000890467806
569,0.8021527899406052,0.8004961609269021
570,0.8021527899406052,0.8005062116158818
571,0.802392892683481,0.8005163152876046
572,0.802392892683481,0.8005889606800438
573,0.802392892683481,0.8005742232801156
574,0.802392892683481,0.8005900593204137
575,0.802392892683481,0.8005838811599755
576,0.802392892683481,0.8006136097638845
577,0.802392892683481,0.8006222588088764
578,0.8024756272146077,0.8006333149719269
579,0.8024756272146077,0.8006801215948872
580,0.8024756272146077,0.8006811163647283
581,0.8024756272146077,0.8007442651955641
582,0.8024756272146077,0.8007782399761589
583,0.8027031132804344,0.8008047238661368
584,0.8027031132804344,0.8008277312110685
585,0.8027031132804344,0.8008659334519171
586,0.8027031132804344,0.8008733993659983
587,0.8027031132804344,0.8008703640474503
588,0.8027031132804344,0.8008835105897372
589,0.8027108334665767,0.8008975328712477
590,0.8027108334665767,0.8009449282242354
591,0.8027108334665767,0.8009466699787943
592,0.8027108334665767,0.8009597735190446
593,0.8027108334665767,0.8009759526213663
594,0.8028007484747842,0.8009638389779318
595,0.802901885259809,0.8009715039051666
596,0.802901885259809,0.8010123292167917
597,0.802901885259809,0.8010586823329172
598,0.802901885259809,0.8010731667852875
599,0.8029254447336291,0.8010869853670404
